gene_id	protein_id	ugo_protein_id	species	orthogroup	species_present_11	candidate_function	benchmark_module	candidate_tier	ugo_score	validation_priority_score	validation_priority_class	biological_discovery_case	suggested_validation_system	suggested_assay
LOC120267893	XP_039131504.1	UGOseq_000111136	Dioscorea_rotundata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
LOC120269508	XP_039132778.1	UGOseq_000112100	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120271646	XP_039134254.1	UGOseq_000113215	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120271656	XP_039134264.1	UGOseq_000113223	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120271845	XP_039134461.1	UGOseq_000113390	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120272471	XP_039135240.1	UGOseq_000113929	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120273114	XP_039135698.1	UGOseq_000114260	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120273873	XP_039136545.1	UGOseq_000114909	Dioscorea_rotundata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120274778	XP_039137248.1	UGOseq_000115455	Dioscorea_rotundata	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
LOC120274822	XP_039137290.1	UGOseq_000115492	Dioscorea_rotundata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
LOC120274924	XP_039137396.1	UGOseq_000115581	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120276350	XP_039139008.1	UGOseq_000116795	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120279061	XP_039141846.1	UGOseq_000118845	Dioscorea_rotundata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120283887	XP_039146613.1	UGOseq_000122311	Dioscorea_rotundata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
LOC120284161	XP_039146889.1	UGOseq_000122536	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
LOC120284172	XP_039146898.1	UGOseq_000122546	Dioscorea_rotundata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
Manes.01G026300.v8.1	Manes.01G026300.v8.1	UGOseq_000122841	Manihot_esculenta	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Manes.01G102900.v8.1	Manes.01G102900.v8.1	UGOseq_000123636	Manihot_esculenta	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Manes.01G207300.v8.1	Manes.01G207300.v8.1	UGOseq_000124618	Manihot_esculenta	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
Manes.02G058600.v8.1	Manes.02G058600.v8.1	UGOseq_000125832	Manihot_esculenta	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Manes.05G077200.v8.1	Manes.05G077200.v8.1	UGOseq_000132012	Manihot_esculenta	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
Manes.05G104750.v8.1	Manes.05G104750.v8.1	UGOseq_000132288	Manihot_esculenta	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.05G110800.v8.1	Manes.05G110800.v8.1	UGOseq_000132348	Manihot_esculenta	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Manes.05G190000.v8.1	Manes.05G190000.v8.1	UGOseq_000133138	Manihot_esculenta	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.06G082100.v8.1	Manes.06G082100.v8.1	UGOseq_000134141	Manihot_esculenta	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Manes.08G147800.v8.1	Manes.08G147800.v8.1	UGOseq_000138113	Manihot_esculenta	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.09G144100.v8.1	Manes.09G144100.v8.1	UGOseq_000139916	Manihot_esculenta	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.11G142800.v8.1	Manes.11G142800.v8.1	UGOseq_000143417	Manihot_esculenta	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.14G049300.v8.1	Manes.14G049300.v8.1	UGOseq_000147422	Manihot_esculenta	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Manes.14G088100.v8.1	Manes.14G088100.v8.1	UGOseq_000147790	Manihot_esculenta	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Manes.14G152266.v8.1	Manes.14G152266.v8.1	UGOseq_000148433	Manihot_esculenta	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.15G182700.v8.1	Manes.15G182700.v8.1	UGOseq_000150499	Manihot_esculenta	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.17G016000.v8.1	Manes.17G016000.v8.1	UGOseq_000152212	Manihot_esculenta	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.17G050100.v8.1	Manes.17G050100.v8.1	UGOseq_000152603	Manihot_esculenta	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Manes.17G121264.v8.1	Manes.17G121264.v8.1	UGOseq_000153324	Manihot_esculenta	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
Manes.17G121440.v8.1	Manes.17G121440.v8.1	UGOseq_000153328	Manihot_esculenta	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
Manes.17G121600.v8.1	Manes.17G121600.v8.1	UGOseq_000153330	Manihot_esculenta	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
Ma00_g00300	Musa_acuminata|gene=Ma00_g00300|len=479|source=Ma00_p00300.1	UGOseq_000155392	Musa_acuminata	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
Ma02_g01890	Musa_acuminata|gene=Ma02_g01890|len=327|source=Ma02_p01890.1	UGOseq_000158449	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma02_g19840	Musa_acuminata|gene=Ma02_g19840|len=705|source=Ma02_p19840.1	UGOseq_000160231	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma03_g00290	Musa_acuminata|gene=Ma03_g00290|len=551|source=Ma03_p00290.1	UGOseq_000160790	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma03_g19100	Musa_acuminata|gene=Ma03_g19100|len=322|source=Ma03_p19100.1	UGOseq_000162650	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma03_g26500	Musa_acuminata|gene=Ma03_g26500|len=369|source=Ma03_p26500.1	UGOseq_000163389	Musa_acuminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Ma04_g02440	Musa_acuminata|gene=Ma04_g02440|len=334|source=Ma04_p02440.1	UGOseq_000164349	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma04_g02450	Musa_acuminata|gene=Ma04_g02450|len=299|source=Ma04_p02450.1	UGOseq_000164350	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma04_g10270	Musa_acuminata|gene=Ma04_g10270|len=293|source=Ma04_p10270.1	UGOseq_000165128	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma04_g17530	Musa_acuminata|gene=Ma04_g17530|len=712|source=Ma04_p17530.1	UGOseq_000165846	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma04_g30000	Musa_acuminata|gene=Ma04_g30000|len=364|source=Ma04_p30000.1	UGOseq_000167085	Musa_acuminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Ma04_g39430	Musa_acuminata|gene=Ma04_g39430|len=366|source=Ma04_p39430.1	UGOseq_000168020	Musa_acuminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Ma05_g07350	Musa_acuminata|gene=Ma05_g07350|len=313|source=Ma05_p07350.1	UGOseq_000168823	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma05_g20340	Musa_acuminata|gene=Ma05_g20340|len=690|source=Ma05_p20340.1	UGOseq_000170114	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma06_g33980	Musa_acuminata|gene=Ma06_g33980|len=345|source=Ma06_p33980.1	UGOseq_000174654	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma06_g33990	Musa_acuminata|gene=Ma06_g33990|len=270|source=Ma06_p33990.1	UGOseq_000174655	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma06_g36910	Musa_acuminata|gene=Ma06_g36910|len=363|source=Ma06_p36910.1	UGOseq_000174945	Musa_acuminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Ma07_g04810	Musa_acuminata|gene=Ma07_g04810|len=613|source=Ma07_p04810.1	UGOseq_000175624	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma07_g19140	Musa_acuminata|gene=Ma07_g19140|len=328|source=Ma07_p19140.1	UGOseq_000177037	Musa_acuminata	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
Ma07_g23270	Musa_acuminata|gene=Ma07_g23270|len=285|source=Ma07_p23270.1	UGOseq_000177448	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma07_g23280	Musa_acuminata|gene=Ma07_g23280|len=298|source=Ma07_p23280.1	UGOseq_000177449	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma08_g15640	Musa_acuminata|gene=Ma08_g15640|len=707|source=Ma08_p15640.1	UGOseq_000179596	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma08_g27650	Musa_acuminata|gene=Ma08_g27650|len=523|source=Ma08_p27650.3	UGOseq_000180791	Musa_acuminata	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
Ma08_g28700	Musa_acuminata|gene=Ma08_g28700|len=372|source=Ma08_p28700.1	UGOseq_000180896	Musa_acuminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Ma08_g31860	Musa_acuminata|gene=Ma08_g31860|len=834|source=Ma08_p31860.1	UGOseq_000181211	Musa_acuminata	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
Ma08_g31870	Musa_acuminata|gene=Ma08_g31870|len=836|source=Ma08_p31870.1	UGOseq_000181212	Musa_acuminata	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
Ma09_g04890	Musa_acuminata|gene=Ma09_g04890|len=284|source=Ma09_p04890.1	UGOseq_000181998	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma10_g09210	Musa_acuminata|gene=Ma10_g09210|len=372|source=Ma10_p09210.1	UGOseq_000185555	Musa_acuminata	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
Ma10_g13020	Musa_acuminata|gene=Ma10_g13020|len=302|source=Ma10_p13020.1	UGOseq_000185932	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma10_g29220	Musa_acuminata|gene=Ma10_g29220|len=299|source=Ma10_p29220.1	UGOseq_000187544	Musa_acuminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma11_g09460	Musa_acuminata|gene=Ma11_g09460|len=276|source=Ma11_p09460.1	UGOseq_000188712	Musa_acuminata	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma11_g16400	Musa_acuminata|gene=Ma11_g16400|len=676|source=Ma11_p16400.1	UGOseq_000189401	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
Ma11_g21710	Musa_acuminata|gene=Ma11_g21710|len=696|source=Ma11_p21710.1	UGOseq_000189927	Musa_acuminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
AMDW01005841.1_FG001	AMDW01005841.1_FG001	UGOseq_000214502	Oryza_longistaminata	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
KN538695.1_FG006	KN538695.1_FG006	UGOseq_000219670	Oryza_longistaminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
KN538798.1_FG005	KN538798.1_FG005	UGOseq_000223222	Oryza_longistaminata	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
KN538826.1_FG011	KN538826.1_FG011	UGOseq_000223953	Oryza_longistaminata	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
