ugo_protein_id	search_database_header	species	gene_id	protein_id	raw_input_header	orthogroup	species_present_11	candidate_function	benchmark_module	candidate_tier	ugo_score	validation_priority_score	validation_priority_class	biological_discovery_case	suggested_validation_system	suggested_assay
UGOseq_000219670	UGOseq_000219670|species=Oryza_longistaminata|gene=KN538695.1_FG006|protein=KN538695.1_FG006|orthogroup=OG0000273	Oryza_longistaminata	KN538695.1_FG006	KN538695.1_FG006	KN538695.1_FG006 species=Oryza_longistaminata selected_protein=KN538695.1_FGP006 length=174	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000223222	UGOseq_000223222|species=Oryza_longistaminata|gene=KN538798.1_FG005|protein=KN538798.1_FG005|orthogroup=OG0004958	Oryza_longistaminata	KN538798.1_FG005	KN538798.1_FG005	KN538798.1_FG005 species=Oryza_longistaminata selected_protein=KN538798.1_FGP005 length=877	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
UGOseq_000223953	UGOseq_000223953|species=Oryza_longistaminata|gene=KN538826.1_FG011|protein=KN538826.1_FG011|orthogroup=OG0000273	Oryza_longistaminata	KN538826.1_FG011	KN538826.1_FG011	KN538826.1_FG011 species=Oryza_longistaminata selected_protein=KN538826.1_FGP011 length=274	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000227564	UGOseq_000227564|species=Oryza_longistaminata|gene=KN539014.1_FG004|protein=KN539014.1_FG004|orthogroup=OG0000273	Oryza_longistaminata	KN539014.1_FG004	KN539014.1_FG004	KN539014.1_FG004 species=Oryza_longistaminata selected_protein=KN539014.1_FGP004 length=197	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000227724	UGOseq_000227724|species=Oryza_longistaminata|gene=KN539025.1_FG005|protein=KN539025.1_FG005|orthogroup=OG0000273	Oryza_longistaminata	KN539025.1_FG005	KN539025.1_FG005	KN539025.1_FG005 species=Oryza_longistaminata selected_protein=KN539025.1_FGP005 length=314	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000228762	UGOseq_000228762|species=Oryza_longistaminata|gene=KN539100.1_FG002|protein=KN539100.1_FG002|orthogroup=OG0000767	Oryza_longistaminata	KN539100.1_FG002	KN539100.1_FG002	KN539100.1_FG002 species=Oryza_longistaminata selected_protein=KN539100.1_FGP002 length=99	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000236990	UGOseq_000236990|species=Oryza_longistaminata|gene=KN539990.1_FG003|protein=KN539990.1_FG003|orthogroup=OG0000273	Oryza_longistaminata	KN539990.1_FG003	KN539990.1_FG003	KN539990.1_FG003 species=Oryza_longistaminata selected_protein=KN539990.1_FGP003 length=249	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000239514	UGOseq_000239514|species=Oryza_longistaminata|gene=KN540515.1_FG003|protein=KN540515.1_FG003|orthogroup=OG0000863	Oryza_longistaminata	KN540515.1_FG003	KN540515.1_FG003	KN540515.1_FG003 species=Oryza_longistaminata selected_protein=KN540515.1_FGP003 length=444	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000240365	UGOseq_000240365|species=Oryza_longistaminata|gene=KN540732.1_FG003|protein=KN540732.1_FG003|orthogroup=OG0006937	Oryza_longistaminata	KN540732.1_FG003	KN540732.1_FG003	KN540732.1_FG003 species=Oryza_longistaminata selected_protein=KN540732.1_FGP003 length=416	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
UGOseq_000241219	UGOseq_000241219|species=Oryza_longistaminata|gene=KN540983.1_FG002|protein=KN540983.1_FG002|orthogroup=OG0000863	Oryza_longistaminata	KN540983.1_FG002	KN540983.1_FG002	KN540983.1_FG002 species=Oryza_longistaminata selected_protein=KN540983.1_FGP002 length=388	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000241284	UGOseq_000241284|species=Oryza_longistaminata|gene=KN541005.1_FG005|protein=KN541005.1_FG005|orthogroup=OG0000273	Oryza_longistaminata	KN541005.1_FG005	KN541005.1_FG005	KN541005.1_FG005 species=Oryza_longistaminata selected_protein=KN541005.1_FGP005 length=217	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000241991	UGOseq_000241991|species=Oryza_longistaminata|gene=KN541256.1_FG001|protein=KN541256.1_FG001|orthogroup=OG0000273	Oryza_longistaminata	KN541256.1_FG001	KN541256.1_FG001	KN541256.1_FG001 species=Oryza_longistaminata selected_protein=KN541256.1_FGP001 length=161	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000250877	UGOseq_000250877|species=Panicum_virgatum|gene=LOC120645672|protein=XP_039778369.1|orthogroup=OG0000154	Panicum_virgatum	LOC120645672	XP_039778369.1	Panicum_virgatum|gene=LOC120645672|protein=XP_039778369.1|len=127|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000250891	UGOseq_000250891|species=Panicum_virgatum|gene=LOC120645689|protein=XP_039778384.1|orthogroup=OG0000154	Panicum_virgatum	LOC120645689	XP_039778384.1	Panicum_virgatum|gene=LOC120645689|protein=XP_039778384.1|len=794|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000251376	UGOseq_000251376|species=Panicum_virgatum|gene=LOC120646450|protein=XP_039778948.1|orthogroup=OG0003725	Panicum_virgatum	LOC120646450	XP_039778948.1	Panicum_virgatum|gene=LOC120646450|protein=XP_039778948.1|len=469|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000252552	UGOseq_000252552|species=Panicum_virgatum|gene=LOC120647996|protein=XP_039780719.1|orthogroup=OG0000154	Panicum_virgatum	LOC120647996	XP_039780719.1	Panicum_virgatum|gene=LOC120647996|protein=XP_039780719.1|len=270|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000253538	UGOseq_000253538|species=Panicum_virgatum|gene=LOC120649320|protein=XP_039782027.1|orthogroup=OG0000273	Panicum_virgatum	LOC120649320	XP_039782027.1	Panicum_virgatum|gene=LOC120649320|protein=XP_039782027.1|len=316|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000254480	UGOseq_000254480|species=Panicum_virgatum|gene=LOC120650406|protein=XP_039783459.1|orthogroup=OG0000863	Panicum_virgatum	LOC120650406	XP_039783459.1	Panicum_virgatum|gene=LOC120650406|protein=XP_039783459.1|len=364|method=protein_to_gene	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000255012	UGOseq_000255012|species=Panicum_virgatum|gene=LOC120651058|protein=XP_039784335.1|orthogroup=OG0004958	Panicum_virgatum	LOC120651058	XP_039784335.1	Panicum_virgatum|gene=LOC120651058|protein=XP_039784335.1|len=837|method=protein_to_gene	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
UGOseq_000255383	UGOseq_000255383|species=Panicum_virgatum|gene=LOC120651567|protein=XP_039785027.1|orthogroup=OG0000767	Panicum_virgatum	LOC120651567	XP_039785027.1	Panicum_virgatum|gene=LOC120651567|protein=XP_039785027.1|len=702|method=protein_to_gene	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000256128	UGOseq_000256128|species=Panicum_virgatum|gene=LOC120652503|protein=XP_039786292.1|orthogroup=OG0000273	Panicum_virgatum	LOC120652503	XP_039786292.1	Panicum_virgatum|gene=LOC120652503|protein=XP_039786292.1|len=366|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000256983	UGOseq_000256983|species=Panicum_virgatum|gene=LOC120653738|protein=XP_039787349.1|orthogroup=OG0000154	Panicum_virgatum	LOC120653738	XP_039787349.1	Panicum_virgatum|gene=LOC120653738|protein=XP_039787349.1|len=481|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000261317	UGOseq_000261317|species=Panicum_virgatum|gene=LOC120659751|protein=XP_039793911.1|orthogroup=OG0000273	Panicum_virgatum	LOC120659751	XP_039793911.1	Panicum_virgatum|gene=LOC120659751|protein=XP_039793911.1|len=271|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000263259	UGOseq_000263259|species=Panicum_virgatum|gene=LOC120662150|protein=XP_039797206.1|orthogroup=OG0003725	Panicum_virgatum	LOC120662150	XP_039797206.1	Panicum_virgatum|gene=LOC120662150|protein=XP_039797206.1|len=167|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000266589	UGOseq_000266589|species=Panicum_virgatum|gene=LOC120666560|protein=XP_039802360.1|orthogroup=OG0003725	Panicum_virgatum	LOC120666560	XP_039802360.1	Panicum_virgatum|gene=LOC120666560|protein=XP_039802360.1|len=396|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000266718	UGOseq_000266718|species=Panicum_virgatum|gene=LOC120666724|protein=XP_039802573.1|orthogroup=OG0000154	Panicum_virgatum	LOC120666724	XP_039802573.1	Panicum_virgatum|gene=LOC120666724|protein=XP_039802573.1|len=277|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000267178	UGOseq_000267178|species=Panicum_virgatum|gene=LOC120667282|protein=XP_039803304.1|orthogroup=OG0000154	Panicum_virgatum	LOC120667282	XP_039803304.1	Panicum_virgatum|gene=LOC120667282|protein=XP_039803304.1|len=705|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000269664	UGOseq_000269664|species=Panicum_virgatum|gene=LOC120670756|protein=XP_039806833.1|orthogroup=OG0000154	Panicum_virgatum	LOC120670756	XP_039806833.1	Panicum_virgatum|gene=LOC120670756|protein=XP_039806833.1|len=368|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000270740	UGOseq_000270740|species=Panicum_virgatum|gene=LOC120672284|protein=XP_039808540.1|orthogroup=OG0006937	Panicum_virgatum	LOC120672284	XP_039808540.1	Panicum_virgatum|gene=LOC120672284|protein=XP_039808540.1|len=452|method=protein_to_gene	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
UGOseq_000271173	UGOseq_000271173|species=Panicum_virgatum|gene=LOC120672800|protein=XP_039809326.1|orthogroup=OG0000273	Panicum_virgatum	LOC120672800	XP_039809326.1	Panicum_virgatum|gene=LOC120672800|protein=XP_039809326.1|len=193|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000272635	UGOseq_000272635|species=Panicum_virgatum|gene=LOC120674597|protein=XP_039811689.1|orthogroup=OG0000154	Panicum_virgatum	LOC120674597	XP_039811689.1	Panicum_virgatum|gene=LOC120674597|protein=XP_039811689.1|len=838|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000273089	UGOseq_000273089|species=Panicum_virgatum|gene=LOC120675169|protein=XP_039812203.1|orthogroup=OG0006937	Panicum_virgatum	LOC120675169	XP_039812203.1	Panicum_virgatum|gene=LOC120675169|protein=XP_039812203.1|len=295|method=protein_to_gene	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
UGOseq_000273703	UGOseq_000273703|species=Panicum_virgatum|gene=LOC120675963|protein=XP_039813097.1|orthogroup=OG0000273	Panicum_virgatum	LOC120675963	XP_039813097.1	Panicum_virgatum|gene=LOC120675963|protein=XP_039813097.1|len=316|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000273894	UGOseq_000273894|species=Panicum_virgatum|gene=LOC120676225|protein=XP_039813390.1|orthogroup=OG0000863	Panicum_virgatum	LOC120676225	XP_039813390.1	Panicum_virgatum|gene=LOC120676225|protein=XP_039813390.1|len=357|method=protein_to_gene	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000277235	UGOseq_000277235|species=Panicum_virgatum|gene=LOC120681016|protein=XP_039818509.1|orthogroup=OG0000154	Panicum_virgatum	LOC120681016	XP_039818509.1	Panicum_virgatum|gene=LOC120681016|protein=XP_039818509.1|len=942|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000277453	UGOseq_000277453|species=Panicum_virgatum|gene=LOC120681291|protein=XP_039818735.1|orthogroup=OG0000154	Panicum_virgatum	LOC120681291	XP_039818735.1	Panicum_virgatum|gene=LOC120681291|protein=XP_039818735.1|len=588|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000277454	UGOseq_000277454|species=Panicum_virgatum|gene=LOC120681292|protein=XP_039818736.1|orthogroup=OG0000154	Panicum_virgatum	LOC120681292	XP_039818736.1	Panicum_virgatum|gene=LOC120681292|protein=XP_039818736.1|len=388|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000279964	UGOseq_000279964|species=Panicum_virgatum|gene=LOC120684840|protein=XP_039822640.1|orthogroup=OG0000154	Panicum_virgatum	LOC120684840	XP_039822640.1	Panicum_virgatum|gene=LOC120684840|protein=XP_039822640.1|len=266|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000280211	UGOseq_000280211|species=Panicum_virgatum|gene=LOC120685141|protein=XP_039822907.1|orthogroup=OG0000154	Panicum_virgatum	LOC120685141	XP_039822907.1	Panicum_virgatum|gene=LOC120685141|protein=XP_039822907.1|len=221|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000281208	UGOseq_000281208|species=Panicum_virgatum|gene=LOC120686500|protein=XP_039824650.1|orthogroup=OG0003725	Panicum_virgatum	LOC120686500	XP_039824650.1	Panicum_virgatum|gene=LOC120686500|protein=XP_039824650.1|len=450|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000282200	UGOseq_000282200|species=Panicum_virgatum|gene=LOC120688050|protein=XP_039826113.1|orthogroup=OG0000863	Panicum_virgatum	LOC120688050	XP_039826113.1	Panicum_virgatum|gene=LOC120688050|protein=XP_039826113.1|len=363|method=protein_to_gene	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000283350	UGOseq_000283350|species=Panicum_virgatum|gene=LOC120689492|protein=XP_039827702.1|orthogroup=OG0000273	Panicum_virgatum	LOC120689492	XP_039827702.1	Panicum_virgatum|gene=LOC120689492|protein=XP_039827702.1|len=308|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000283391	UGOseq_000283391|species=Panicum_virgatum|gene=LOC120689545|protein=XP_039827772.1|orthogroup=OG0004958	Panicum_virgatum	LOC120689545	XP_039827772.1	Panicum_virgatum|gene=LOC120689545|protein=XP_039827772.1|len=848|method=protein_to_gene	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
UGOseq_000283533	UGOseq_000283533|species=Panicum_virgatum|gene=LOC120689719|protein=XP_039828037.1|orthogroup=OG0003725	Panicum_virgatum	LOC120689719	XP_039828037.1	Panicum_virgatum|gene=LOC120689719|protein=XP_039828037.1|len=413|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000283540	UGOseq_000283540|species=Panicum_virgatum|gene=LOC120689726|protein=XP_039828048.1|orthogroup=OG0000767	Panicum_virgatum	LOC120689726	XP_039828048.1	Panicum_virgatum|gene=LOC120689726|protein=XP_039828048.1|len=694|method=protein_to_gene	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000284090	UGOseq_000284090|species=Panicum_virgatum|gene=LOC120690403|protein=XP_039828975.1|orthogroup=OG0003725	Panicum_virgatum	LOC120690403	XP_039828975.1	Panicum_virgatum|gene=LOC120690403|protein=XP_039828975.1|len=438|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000284208	UGOseq_000284208|species=Panicum_virgatum|gene=LOC120690542|protein=XP_039829160.1|orthogroup=OG0003725	Panicum_virgatum	LOC120690542	XP_039829160.1	Panicum_virgatum|gene=LOC120690542|protein=XP_039829160.1|len=438|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000284446	UGOseq_000284446|species=Panicum_virgatum|gene=LOC120690828|protein=XP_039829597.1|orthogroup=OG0003725	Panicum_virgatum	LOC120690828	XP_039829597.1	Panicum_virgatum|gene=LOC120690828|protein=XP_039829597.1|len=438|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000284982	UGOseq_000284982|species=Panicum_virgatum|gene=LOC120691471|protein=XP_039830476.1|orthogroup=OG0003725	Panicum_virgatum	LOC120691471	XP_039830476.1	Panicum_virgatum|gene=LOC120691471|protein=XP_039830476.1|len=438|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000284983	UGOseq_000284983|species=Panicum_virgatum|gene=LOC120691472|protein=XP_039830477.1|orthogroup=OG0003725	Panicum_virgatum	LOC120691472	XP_039830477.1	Panicum_virgatum|gene=LOC120691472|protein=XP_039830477.1|len=438|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
